,year_film,year_ceremony,ceremony,category,film,winner,name
1435,1940,1941,13,special effects,One Million B.C.,False,Sound Effects by Elmer Raguse
1436,1940,1941,13,special effects,Rebecca,False,Photographic Effects by Jack Cosgrove
1437,1940,1941,13,special effects,Rebecca,False,Sound Effects by Arthur Johns
1438,1940,1941,13,special effects,The Sea Hawk,False,Photographic Effects by Byron Haskin
1439,1940,1941,13,special effects,The Sea Hawk,False,Sound Effects by Nathan Levinson
1440,1940,1941,13,special effects,Swiss Family Robinson,False,Photographic Effects by Vernon L. Walker
1441,1940,1941,13,special effects,Swiss Family Robinson,False,Sound Effects by John O. Aalberg
1442,1940,1941,13,special effects,The Thief of Bagdad,True,Photographic Effects by Lawrence Butler
1443,1940,1941,13,special effects,The Thief of Bagdad,True,Sound Effects by Jack Whitney
1444,1940,1941,13,special effects,Typhoon,False,Photographic Effects by Farciot Edouart
1445,1940,1941,13,special effects,Typhoon,False,Gordon Jennings
1446,1940,1941,13,special effects,Typhoon,False,Sound Effects by Loren Ryder
1447,1940,1941,13,special effects,Women in War,False,Photographic Effects by Howard J. Lydecker
1448,1940,1941,13,special effects,Women in War,False,William Bradford
1449,1940,1941,13,special effects,Women in War,False,Ellis J. Thackery
1450,1940,1941,13,special effects,Women in War,False,Sound Effects by Herbert Norsch
1451,1940,1941,13,writing (original screenplay),Angels over Broadway,False,Ben Hecht
1452,1940,1941,13,writing (original screenplay),Dr. Ehrlich's Magic Bullet,False,John Huston
1453,1940,1941,13,writing (original screenplay),Dr. Ehrlich's Magic Bullet,False,Heinz Herald
1454,1940,1941,13,writing (original screenplay),Dr. Ehrlich's Magic Bullet,False,Norman Burnside
1455,1940,1941,13,writing (original screenplay),Foreign Correspondent,False,Charles Bennett
1456,1940,1941,13,writing (original screenplay),Foreign Correspondent,False,Joan Harrison
1457,1940,1941,13,writing (original screenplay),The Great Dictator,False,Charles Chaplin
1458,1940,1941,13,writing (original screenplay),The Great McGinty,True,Preston Sturges
1459,1940,1941,13,writing (original story),"Arise, My Love",True,Benjamin Glazer
1460,1940,1941,13,writing (original story),"Arise, My Love",True,John S. Toldy
1461,1940,1941,13,writing (original story),Comrade X,False,Walter Reisch
1462,1940,1941,13,writing (original story),"Edison, the Man",False,Dore Schary
1463,1940,1941,13,writing (original story),"Edison, the Man",False,Hugo Butler
1464,1940,1941,13,writing (original story),My Favorite Wife,False,Bella Spewack
1465,1940,1941,13,writing (original story),My Favorite Wife,False,Samuel Spewack
1466,1940,1941,13,writing (original story),My Favorite Wife,False,Leo McCarey
1467,1940,1941,13,writing (original story),The Westerner,False,Stuart N. Lake
1468,1940,1941,13,writing (screenplay),The Grapes of Wrath,False,Nunnally Johnson
1469,1940,1941,13,writing (screenplay),Kitty Foyle,False,Dalton Trumbo
1470,1940,1941,13,writing (screenplay),The Long Voyage Home,False,Dudley Nichols
1471,1940,1941,13,writing (screenplay),The Philadelphia Story,True,Donald Ogden Stewart
1472,1940,1941,13,writing (screenplay),Rebecca,False,Robert E. Sherwood
1473,1940,1941,13,writing (screenplay),Rebecca,False,Joan Harrison
1474,1941,1942,14,actor,Sergeant York,True,Gary Cooper
1475,1941,1942,14,actor,Penny Serenade,False,Cary Grant
1476,1941,1942,14,actor,All That Money Can Buy,False,Walter Huston
1477,1941,1942,14,actor,Here Comes Mr. Jordan,False,Robert Montgomery
1478,1941,1942,14,actor,Citizen Kane,False,Orson Welles
1479,1941,1942,14,actor in a supporting role,Sergeant York,False,Walter Brennan
1480,1941,1942,14,actor in a supporting role,The Devil and Miss Jones,False,Charles Coburn
1481,1941,1942,14,actor in a supporting role,How Green Was My Valley,True,Donald Crisp
1482,1941,1942,14,actor in a supporting role,Here Comes Mr. Jordan,False,James Gleason
1483,1941,1942,14,actor in a supporting role,The Maltese Falcon,False,Sydney Greenstreet
1484,1941,1942,14,actress,The Little Foxes,False,Bette Davis
1485,1941,1942,14,actress,Hold Back the Dawn,False,Olivia de Havilland
1486,1941,1942,14,actress,Suspicion,True,Joan Fontaine
1487,1941,1942,14,actress,Blossoms in the Dust,False,Greer Garson
1488,1941,1942,14,actress,Ball of Fire,False,Barbara Stanwyck
1489,1941,1942,14,actress in a supporting role,How Green Was My Valley,False,Sara Allgood
1490,1941,1942,14,actress in a supporting role,The Great Lie,True,Mary Astor
1491,1941,1942,14,actress in a supporting role,The Little Foxes,False,Patricia Collinge
1492,1941,1942,14,actress in a supporting role,The Little Foxes,False,Teresa Wright
1493,1941,1942,14,actress in a supporting role,Sergeant York,False,Margaret Wycherly
1494,1941,1942,14,art direction (black-and-white),Citizen Kane,False,Perry Ferguson
1495,1941,1942,14,art direction (black-and-white),Citizen Kane,False,Van Nest Polglase
1496,1941,1942,14,art direction (black-and-white),Citizen Kane,False,Interior Decoration:  Al Fields
1497,1941,1942,14,art direction (black-and-white),Citizen Kane,False,Darrell Silvera
1498,1941,1942,14,art direction (black-and-white),The Flame of New Orleans,False,Martin Obzina
1499,1941,1942,14,art direction (black-and-white),The Flame of New Orleans,False,Jack Otterson
1500,1941,1942,14,art direction (black-and-white),The Flame of New Orleans,False,Interior Decoration:  Russell A. Gausman
1501,1941,1942,14,art direction (black-and-white),Hold Back the Dawn,False,Hans Dreier
1502,1941,1942,14,art direction (black-and-white),Hold Back the Dawn,False,Robert Usher
1503,1941,1942,14,art direction (black-and-white),Hold Back the Dawn,False,Interior Decoration:  Sam Comer
1504,1941,1942,14,art direction (black-and-white),How Green Was My Valley,True,Richard Day
1505,1941,1942,14,art direction (black-and-white),How Green Was My Valley,True,Nathan Juran
1506,1941,1942,14,art direction (black-and-white),How Green Was My Valley,True,Interior Decoration:  Thomas Little
1507,1941,1942,14,art direction (black-and-white),Ladies in Retirement,False,Lionel Banks
1508,1941,1942,14,art direction (black-and-white),Ladies in Retirement,False,Interior Decoration:  George Montgomery
1509,1941,1942,14,art direction (black-and-white),The Little Foxes,False,Stephen Goosson
1510,1941,1942,14,art direction (black-and-white),The Little Foxes,False,Interior Decoration:  Howard Bristol
1511,1941,1942,14,art direction (black-and-white),Sergeant York,False,John Hughes
1512,1941,1942,14,art direction (black-and-white),Sergeant York,False,Interior Decoration:  Fred MacLean
1513,1941,1942,14,art direction (black-and-white),Sis Hopkins,False,Sis Hopkins
1514,1941,1942,14,art direction (black-and-white),The Son of Monte Cristo,False,John DuCasse Schulze
1515,1941,1942,14,art direction (black-and-white),The Son of Monte Cristo,False,Interior Decoration:  Edward G. Boyle
1516,1941,1942,14,art direction (black-and-white),Sundown,False,Alexander Golitzen
1517,1941,1942,14,art direction (black-and-white),Sundown,False,Interior Decoration:  Richard Irvine
1518,1941,1942,14,art direction (black-and-white),That Hamilton Woman,False,Vincent Korda
1519,1941,1942,14,art direction (black-and-white),That Hamilton Woman,False,Interior Decoration:  Julia Heron
1520,1941,1942,14,art direction (black-and-white),When Ladies Meet,False,Cedric Gibbons
1521,1941,1942,14,art direction (black-and-white),When Ladies Meet,False,Randall Duell
1522,1941,1942,14,art direction (black-and-white),When Ladies Meet,False,Interior Decoration:  Edwin B. Willis
1523,1941,1942,14,art direction (color),Blood and Sand,False,Richard Day
1524,1941,1942,14,art direction (color),Blood and Sand,False,Joseph C. Wright
1525,1941,1942,14,art direction (color),Blood and Sand,False,Interior Decoration:  Thomas Little
1526,1941,1942,14,art direction (color),Blossoms in the Dust,True,Cedric Gibbons
1527,1941,1942,14,art direction (color),Blossoms in the Dust,True,Urie McCleary
1528,1941,1942,14,art direction (color),Blossoms in the Dust,True,Interior Decoration:  Edwin B. Willis
1529,1941,1942,14,art direction (color),Louisiana Purchase,False,Raoul Pene du Bois
1530,1941,1942,14,art direction (color),Louisiana Purchase,False,Interior Decoration:  Stephen A. Seymour
1531,1941,1942,14,cinematography (black-and-white),The Chocolate Soldier,False,Karl Freund
1532,1941,1942,14,cinematography (black-and-white),Citizen Kane,False,Gregg Toland
1533,1941,1942,14,cinematography (black-and-white),Dr. Jekyll and Mr. Hyde,False,Joseph Ruttenberg
1534,1941,1942,14,cinematography (black-and-white),Here Comes Mr. Jordan,False,Joseph Walker
1535,1941,1942,14,cinematography (black-and-white),Hold Back the Dawn,False,Leo Tover
1536,1941,1942,14,cinematography (black-and-white),How Green Was My Valley,True,Arthur Miller
1537,1941,1942,14,cinematography (black-and-white),Sergeant York,False,Sol Polito
1538,1941,1942,14,cinematography (black-and-white),Sun Valley Serenade,False,Edward Cronjager
1539,1941,1942,14,cinematography (black-and-white),Sundown,False,Charles Lang
1540,1941,1942,14,cinematography (black-and-white),That Hamilton Woman,False,Rudolph Maté
1541,1941,1942,14,cinematography (color),Aloma of the South Seas,False,Wilfred M. Cline
1542,1941,1942,14,cinematography (color),Aloma of the South Seas,False,Karl Struss
1543,1941,1942,14,cinematography (color),Aloma of the South Seas,False,William Snyder
1544,1941,1942,14,cinematography (color),Billy the Kid,False,William V. Skall
1545,1941,1942,14,cinematography (color),Billy the Kid,False,Leonard Smith
1546,1941,1942,14,cinematography (color),Blood and Sand,True,Ernest Palmer
1547,1941,1942,14,cinematography (color),Blood and Sand,True,Ray Rennahan
1548,1941,1942,14,cinematography (color),Blossoms in the Dust,False,Karl Freund
1549,1941,1942,14,cinematography (color),Blossoms in the Dust,False,W. Howard Greene
1550,1941,1942,14,cinematography (color),Dive Bomber,False,Bert Glennon
1551,1941,1942,14,cinematography (color),Louisiana Purchase,False,Harry Hallenberger
1552,1941,1942,14,cinematography (color),Louisiana Purchase,False,Ray Rennahan
1553,1941,1942,14,directing,Citizen Kane,False,Orson Welles
1554,1941,1942,14,directing,Here Comes Mr. Jordan,False,Alexander Hall
1555,1941,1942,14,directing,How Green Was My Valley,True,John Ford
1556,1941,1942,14,directing,The Little Foxes,False,William Wyler
1557,1941,1942,14,directing,Sergeant York,False,Howard Hawks
1558,1941,1942,14,documentary (short subject),Adventure in the Bronx,False,Film Associates
1559,1941,1942,14,documentary (short subject),Bomber,False,United States Office for Emergency Management Film Unit
1560,1941,1942,14,documentary (short subject),Christmas under Fire,False,British Ministry of Information
1561,1941,1942,14,documentary (short subject),Churchill's Island,True,National Film Board of Canada
1562,1941,1942,14,documentary (short subject),Letter from Home,False,British Ministry of Information
1563,1941,1942,14,documentary (short subject),Life of a Thoroughbred,False,Truman Talley
1565,1941,1942,14,documentary (short subject),Norway in Revolt,False,The March of Time
1566,1941,1942,14,documentary (short subject),A Place to Live,False,Philadelphia Housing Association
1567,1941,1942,14,documentary (short subject),Russian Soil,False,Amkino
1568,1941,1942,14,documentary (short subject),Soldiers of the Sky,False,Truman Talley
1570,1941,1942,14,documentary (short subject),War Clouds in the Pacific,False,National Film Board of Canada
1571,1941,1942,14,film editing,Citizen Kane,False,Robert Wise
1572,1941,1942,14,film editing,Dr. Jekyll and Mr. Hyde,False,Harold F. Kress
1573,1941,1942,14,film editing,How Green Was My Valley,False,James B. Clark
1574,1941,1942,14,film editing,The Little Foxes,False,Daniel Mandell
1575,1941,1942,14,film editing,Sergeant York,True,William Holmes
1576,1941,1942,14,music (music score of a dramatic picture),All That Money Can Buy,True,Bernard Herrmann
1577,1941,1942,14,music (music score of a dramatic picture),Back Street,False,Frank Skinner
1578,1941,1942,14,music (music score of a dramatic picture),Ball of Fire,False,Alfred Newman
1579,1941,1942,14,music (music score of a dramatic picture),Cheers for Miss Bishop,False,Edward Ward
1580,1941,1942,14,music (music score of a dramatic picture),Citizen Kane,False,Bernard Herrmann
1581,1941,1942,14,music (music score of a dramatic picture),Dr. Jekyll and Mr. Hyde,False,Franz Waxman
1582,1941,1942,14,music (music score of a dramatic picture),Hold Back the Dawn,False,Victor Young
1583,1941,1942,14,music (music score of a dramatic picture),How Green Was My Valley,False,Alfred Newman
1584,1941,1942,14,music (music score of a dramatic picture),King of the Zombies,False,Edward Kay
1585,1941,1942,14,music (music score of a dramatic picture),Ladies in Retirement,False,Morris Stoloff
1586,1941,1942,14,music (music score of a dramatic picture),Ladies in Retirement,False,Ernst Toch
1587,1941,1942,14,music (music score of a dramatic picture),The Little Foxes,False,Meredith Willson
1588,1941,1942,14,music (music score of a dramatic picture),Lydia,False,Miklos Rozsa
1589,1941,1942,14,music (music score of a dramatic picture),Mercy Island,False,Cy Feuer
1590,1941,1942,14,music (music score of a dramatic picture),Mercy Island,False,Walter Scharf
1591,1941,1942,14,music (music score of a dramatic picture),Sergeant York,False,Max Steiner
1592,1941,1942,14,music (music score of a dramatic picture),So Ends Our Night,False,Louis Gruenberg
1593,1941,1942,14,music (music score of a dramatic picture),Sundown,False,Miklos Rozsa
1594,1941,1942,14,music (music score of a dramatic picture),Suspicion,False,Franz Waxman
1595,1941,1942,14,music (music score of a dramatic picture),Tanks a Million,False,Edward Ward
1596,1941,1942,14,music (music score of a dramatic picture),That Uncertain Feeling,False,Werner Heymann
1597,1941,1942,14,music (music score of a dramatic picture),This Woman Is Mine,False,Richard Hageman
1598,1941,1942,14,music (scoring of a musical picture),All-American Co-Ed,False,Edward Ward
1599,1941,1942,14,music (scoring of a musical picture),Birth of the Blues,False,Robert Emmett Dolan
1600,1941,1942,14,music (scoring of a musical picture),Buck Privates,False,Charles Previn
1601,1941,1942,14,music (scoring of a musical picture),The Chocolate Soldier,False,Herbert Stothart
1602,1941,1942,14,music (scoring of a musical picture),The Chocolate Soldier,False,Bronislau Kaper
1603,1941,1942,14,music (scoring of a musical picture),Dumbo,True,Frank Churchill
1604,1941,1942,14,music (scoring of a musical picture),Dumbo,True,Oliver Wallace
1605,1941,1942,14,music (scoring of a musical picture),Ice-Capades,False,Cy Feuer
1606,1941,1942,14,music (scoring of a musical picture),The Strawberry Blonde,False,Heinz Roemheld
1607,1941,1942,14,music (scoring of a musical picture),Sun Valley Serenade,False,Emil Newman
1608,1941,1942,14,music (scoring of a musical picture),Sunny,False,Anthony Collins
1609,1941,1942,14,music (scoring of a musical picture),You'll Never Get Rich,False,Morris Stoloff
1610,1941,1942,14,music (song),Dumbo,False,Frank Churchill
1611,1941,1942,14,music (song),Dumbo,False,Ned Washington
1612,1941,1942,14,music (song),Ridin' on a Rainbow,False,Music
1613,1941,1942,14,music (song),Ridin' on a Rainbow,False,Gene Autry
1614,1941,1942,14,music (song),Ridin' on a Rainbow,False,Fred Rose
1615,1941,1942,14,music (song),Blues in the Night,False,Harold Arlen
1616,1941,1942,14,music (song),Blues in the Night,False,Johnny Mercer
1617,1941,1942,14,music (song),Buck Privates,False,Hugh Prince
1618,1941,1942,14,music (song),Buck Privates,False,Don Raye
1619,1941,1942,14,music (song),Sun Valley Serenade,False,Harry Warren
1620,1941,1942,14,music (song),Sun Valley Serenade,False,Mack Gordon
1621,1941,1942,14,music (song),Las Vegas Nights,False,Lou Alter
1622,1941,1942,14,music (song),Las Vegas Nights,False,Frank Loesser
1623,1941,1942,14,music (song),Lady Be Good,True,Jerome Kern
1624,1941,1942,14,music (song),Lady Be Good,True,Oscar Hammerstein II
1625,1941,1942,14,music (song),All-American Co-Ed,False,Music
1626,1941,1942,14,music (song),All-American Co-Ed,False,Lloyd B. Norlind
1627,1941,1942,14,music (song),You'll Never Get Rich,False,Music
1628,1941,1942,14,music (song),You'll Never Get Rich,False,Cole Porter
1629,1941,1942,14,outstanding motion picture,Blossoms in the Dust,False,Metro-Goldwyn-Mayer
1630,1941,1942,14,outstanding motion picture,Citizen Kane,False,Mercury
1631,1941,1942,14,outstanding motion picture,Here Comes Mr. Jordan,False,Columbia
1632,1941,1942,14,outstanding motion picture,Hold Back the Dawn,False,Paramount
1633,1941,1942,14,outstanding motion picture,How Green Was My Valley,True,20th Century-Fox
1634,1941,1942,14,outstanding motion picture,The Little Foxes,False,Samuel Goldwyn Productions
1635,1941,1942,14,outstanding motion picture,The Maltese Falcon,False,Warner Bros.
1636,1941,1942,14,outstanding motion picture,One Foot in Heaven,False,Warner Bros.
1637,1941,1942,14,outstanding motion picture,Sergeant York,False,Warner Bros.
1638,1941,1942,14,outstanding motion picture,Suspicion,False,RKO Radio
1639,1941,1942,14,short subject (cartoon),Boogie Woogie Bugle Boy of Company B,False,Walter Lantz
1641,1941,1942,14,short subject (cartoon),Hiawatha's Rabbit Hunt,False,Leon Schlesinger
1643,1941,1942,14,short subject (cartoon),How War Came,False,Columbia
1644,1941,1942,14,short subject (cartoon),Lend a Paw,True,Walt Disney
1646,1941,1942,14,short subject (cartoon),The Night before Christmas,False,Metro-Goldwyn-Mayer
1647,1941,1942,14,short subject (cartoon),Rhapsody in Rivets,False,Leon Schlesinger
1649,1941,1942,14,short subject (cartoon),Rhythm in the Ranks,False,George Pal
1651,1941,1942,14,short subject (cartoon),The Rookie Bear,False,Metro-Goldwyn-Mayer
1652,1941,1942,14,short subject (cartoon),Superman,False,Max Fleischer
1654,1941,1942,14,short subject (cartoon),Truant Officer Donald,False,Walt Disney
1656,1941,1942,14,short subject (one-reel),Army Champions,False,Pete Smith
1658,1941,1942,14,short subject (one-reel),Beauty and the Beach,False,Paramount
1659,1941,1942,14,short subject (one-reel),Down on the Farm,False,Paramount
1660,1941,1942,14,short subject (one-reel),Forty Boys and a Song,False,Warner Bros.
1661,1941,1942,14,short subject (one-reel),Kings of the Turf,False,Warner Bros.
1662,1941,1942,14,short subject (one-reel),Of Pups and Puzzles,True,Metro-Goldwyn-Mayer
1663,1941,1942,14,short subject (one-reel),Sagebrush and Silver,False,20th Century-Fox
1664,1941,1942,14,short subject (two-reel),Alive in the Deep,False,Woodard Productions
1665,1941,1942,14,short subject (two-reel),Alive in the Deep,False,Inc.
1666,1941,1942,14,short subject (two-reel),Forbidden Passage,False,Metro-Goldwyn-Mayer
1667,1941,1942,14,short subject (two-reel),The Gay Parisian,False,Warner Bros.
1668,1941,1942,14,short subject (two-reel),Main Street on the March!,True,Metro-Goldwyn-Mayer
1669,1941,1942,14,short subject (two-reel),The Tanks Are Coming,False,United States Army
1670,1941,1942,14,sound recording,Appointment for Love,False,Universal Studio Sound Department
1671,1941,1942,14,sound recording,Appointment for Love,False,Bernard B. Brown
1673,1941,1942,14,sound recording,Ball of Fire,False,Samuel Goldwyn Studio Sound Department
1674,1941,1942,14,sound recording,Ball of Fire,False,Thomas T. Moulton
1676,1941,1942,14,sound recording,The Chocolate Soldier,False,Metro-Goldwyn-Mayer Studio Sound Department
1677,1941,1942,14,sound recording,The Chocolate Soldier,False,Douglas Shearer
1679,1941,1942,14,sound recording,Citizen Kane,False,RKO Radio Studio Sound Department
1680,1941,1942,14,sound recording,Citizen Kane,False,John Aalberg
1682,1941,1942,14,sound recording,The Devil Pays Off,False,Republic Studio Sound Department
1683,1941,1942,14,sound recording,The Devil Pays Off,False,Charles Lootens
1685,1941,1942,14,sound recording,How Green Was My Valley,False,20th Century-Fox Studio Sound Department
1686,1941,1942,14,sound recording,How Green Was My Valley,False,E. H. Hansen
1688,1941,1942,14,sound recording,The Men in Her Life,False,Columbia Studio Sound Department
1689,1941,1942,14,sound recording,The Men in Her Life,False,John Livadary
1691,1941,1942,14,sound recording,Sergeant York,False,Warner Bros. Studio Sound Department
1692,1941,1942,14,sound recording,Sergeant York,False,Nathan Levinson
1694,1941,1942,14,sound recording,Skylark,False,Paramount Studio Sound Department
1695,1941,1942,14,sound recording,Skylark,False,Loren Ryder
1697,1941,1942,14,sound recording,That Hamilton Woman,True,General Service Sound Department
1698,1941,1942,14,sound recording,That Hamilton Woman,True,Jack Whitney
1700,1941,1942,14,sound recording,Topper Returns,False,Hal Roach Studio Sound Department
1701,1941,1942,14,sound recording,Topper Returns,False,Elmer Raguse
1703,1941,1942,14,special effects,Aloma of the South Seas,False,Photographic Effects by Farciot Edouart
1704,1941,1942,14,special effects,Aloma of the South Seas,False,Gordon Jennings
1705,1941,1942,14,special effects,Aloma of the South Seas,False,Sound Effects by Louis Mesenkop
1706,1941,1942,14,special effects,Dive Bomber,False,Photographic Effects by Byron Haskin
1707,1941,1942,14,special effects,Dive Bomber,False,Sound Effects by Nathan Levinson
1708,1941,1942,14,special effects,Flight Command,False,Photographic Effects by A. Arnold Gillespie
1709,1941,1942,14,special effects,Flight Command,False,Sound Effects by Douglas Shearer
1710,1941,1942,14,special effects,I Wanted Wings,True,Photographic Effects by Farciot Edouart
1711,1941,1942,14,special effects,I Wanted Wings,True,Gordon Jennings
1712,1941,1942,14,special effects,I Wanted Wings,True,Sound Effects by Louis Mesenkop
1713,1941,1942,14,special effects,The Invisible Woman,False,Photographic Effects by John Fulton
1714,1941,1942,14,special effects,The Invisible Woman,False,Sound Effects by John Hall
1715,1941,1942,14,special effects,The Sea Wolf,False,Photographic Effects by Byron Haskin
1716,1941,1942,14,special effects,The Sea Wolf,False,Sound Effects by Nathan Levinson
1717,1941,1942,14,special effects,That Hamilton Woman,False,Photographic Effects by Lawrence Butler
1718,1941,1942,14,special effects,That Hamilton Woman,False,Sound Effects by William H. Wilmarth
1719,1941,1942,14,special effects,Topper Returns,False,Photographic Effects by Roy Seawright
1720,1941,1942,14,special effects,Topper Returns,False,Sound Effects by Elmer Raguse
1721,1941,1942,14,special effects,A Yank in the R.A.F.,False,Photographic Effects by Fred Sersen
1722,1941,1942,14,special effects,A Yank in the R.A.F.,False,Sound Effects by E. H. Hansen
1723,1941,1942,14,writing (original screenplay),Citizen Kane,True,Herman J. Mankiewicz
1724,1941,1942,14,writing (original screenplay),Citizen Kane,True,Orson Welles
1725,1941,1942,14,writing (original screenplay),The Devil and Miss Jones,False,Norman Krasna
1726,1941,1942,14,writing (original screenplay),Sergeant York,False,Abem Finkel
1727,1941,1942,14,writing (original screenplay),Sergeant York,False,Harry Chandlee
1728,1941,1942,14,writing (original screenplay),Sergeant York,False,Howard Koch
1729,1941,1942,14,writing (original screenplay),Sergeant York,False,John Huston
1730,1941,1942,14,writing (original screenplay),"Tall, Dark and Handsome",False,Karl Tunberg
1731,1941,1942,14,writing (original screenplay),"Tall, Dark and Handsome",False,Darrell Ware
1732,1941,1942,14,writing (original screenplay),"Tom, Dick and Harry",False,Paul Jarrico
1733,1941,1942,14,writing (original story),Ball of Fire,False,Billy Wilder
1734,1941,1942,14,writing (original story),Ball of Fire,False,Thomas Monroe
1735,1941,1942,14,writing (original story),Here Comes Mr. Jordan,True,Harry Segall
1736,1941,1942,14,writing (original story),The Lady Eve,False,Monckton Hoffe
1737,1941,1942,14,writing (original story),Meet John Doe,False,Richard Connell
1738,1941,1942,14,writing (original story),Meet John Doe,False,Robert Presnell
1739,1941,1942,14,writing (original story),Night Train,False,Gordon Wellesley
1740,1941,1942,14,writing (screenplay),Here Comes Mr. Jordan,True,Sidney Buchman
1741,1941,1942,14,writing (screenplay),Here Comes Mr. Jordan,True,Seton I. Miller
1742,1941,1942,14,writing (screenplay),Hold Back the Dawn,False,Charles Brackett
1743,1941,1942,14,writing (screenplay),Hold Back the Dawn,False,Billy Wilder
1744,1941,1942,14,writing (screenplay),How Green Was My Valley,False,Philip Dunne
1745,1941,1942,14,writing (screenplay),The Little Foxes,False,Lillian Hellman
1746,1941,1942,14,writing (screenplay),The Maltese Falcon,False,John Huston
1747,1942,1943,15,actor,Yankee Doodle Dandy,True,James Cagney
1748,1942,1943,15,actor,Random Harvest,False,Ronald Colman
1749,1942,1943,15,actor,The Pride of the Yankees,False,Gary Cooper
1750,1942,1943,15,actor,Mrs. Miniver,False,Walter Pidgeon
1751,1942,1943,15,actor,The Pied Piper,False,Monty Woolley
1752,1942,1943,15,actor in a supporting role,Wake Island,False,William Bendix
1753,1942,1943,15,actor in a supporting role,Johnny Eager,True,Van Heflin
1754,1942,1943,15,actor in a supporting role,Yankee Doodle Dandy,False,Walter Huston
1755,1942,1943,15,actor in a supporting role,Tortilla Flat,False,Frank Morgan
1756,1942,1943,15,actor in a supporting role,Mrs. Miniver,False,Henry Travers
1757,1942,1943,15,actress,"Now, Voyager",False,Bette Davis
1758,1942,1943,15,actress,Mrs. Miniver,True,Greer Garson
1759,1942,1943,15,actress,Woman of the Year,False,Katharine Hepburn
1760,1942,1943,15,actress,My Sister Eileen,False,Rosalind Russell
1761,1942,1943,15,actress,The Pride of the Yankees,False,Teresa Wright
1762,1942,1943,15,actress in a supporting role,"Now, Voyager",False,Gladys Cooper
1763,1942,1943,15,actress in a supporting role,The Magnificent Ambersons,False,Agnes Moorehead
1764,1942,1943,15,actress in a supporting role,Random Harvest,False,Susan Peters
1765,1942,1943,15,actress in a supporting role,Mrs. Miniver,False,Dame May Whitty
1766,1942,1943,15,actress in a supporting role,Mrs. Miniver,True,Teresa Wright
1767,1942,1943,15,art direction (black-and-white),George Washington Slept Here,False,Max Parker
1768,1942,1943,15,art direction (black-and-white),George Washington Slept Here,False,Mark-Lee Kirk
1769,1942,1943,15,art direction (black-and-white),George Washington Slept Here,False,Interior Decoration:  Casey Roberts
1770,1942,1943,15,art direction (black-and-white),The Magnificent Ambersons,False,Albert S. D'Agostino
1771,1942,1943,15,art direction (black-and-white),The Magnificent Ambersons,False,Interior Decoration:  Darrell Silvera
1772,1942,1943,15,art direction (black-and-white),The Magnificent Ambersons,False,Al Fields
1773,1942,1943,15,art direction (black-and-white),The Pride of the Yankees,False,Perry Ferguson
1774,1942,1943,15,art direction (black-and-white),The Pride of the Yankees,False,Interior Decoration:  Howard Bristol
1775,1942,1943,15,art direction (black-and-white),Random Harvest,False,Cedric Gibbons
1776,1942,1943,15,art direction (black-and-white),Random Harvest,False,Randall Duell
1777,1942,1943,15,art direction (black-and-white),Random Harvest,False,Interior Decoration:  Edwin B. Willis
1778,1942,1943,15,art direction (black-and-white),Random Harvest,False,Jack Moore
1779,1942,1943,15,art direction (black-and-white),The Shanghai Gesture,False,Boris Leven
1780,1942,1943,15,art direction (black-and-white),The Shanghai Gesture,False,Interior Decoration:  Boris Leven
1781,1942,1943,15,art direction (black-and-white),Silver Queen,False,Ralph Berger
1782,1942,1943,15,art direction (black-and-white),Silver Queen,False,Interior Decoration:  Emile Kuri
1783,1942,1943,15,art direction (black-and-white),The Spoilers,False,Jack Otterson
1784,1942,1943,15,art direction (black-and-white),The Spoilers,False,John B. Goodman
1785,1942,1943,15,art direction (black-and-white),The Spoilers,False,Interior Decoration:  Russell A. Gausman
1786,1942,1943,15,art direction (black-and-white),The Spoilers,False,Edward R. Robinson
1787,1942,1943,15,art direction (black-and-white),"Take a Letter, Darling",False,Hans Dreier
1788,1942,1943,15,art direction (black-and-white),"Take a Letter, Darling",False,Roland Anderson
1789,1942,1943,15,art direction (black-and-white),"Take a Letter, Darling",False,Interior Decoration:  Sam Comer
1790,1942,1943,15,art direction (black-and-white),The Talk of the Town,False,Lionel Banks
1791,1942,1943,15,art direction (black-and-white),The Talk of the Town,False,Rudolph Sternad
1792,1942,1943,15,art direction (black-and-white),The Talk of the Town,False,Interior Decoration:  Fay Babcock
1793,1942,1943,15,art direction (black-and-white),This above All,True,Richard Day
1794,1942,1943,15,art direction (black-and-white),This above All,True,Joseph Wright
1795,1942,1943,15,art direction (black-and-white),This above All,True,Interior Decoration:  Thomas Little
1796,1942,1943,15,art direction (color),Arabian Nights,False,Jack Otterson
1797,1942,1943,15,art direction (color),Arabian Nights,False,Alexander Golitzen
1798,1942,1943,15,art direction (color),Arabian Nights,False,Interior Decoration:  Russell A. Gausman
1799,1942,1943,15,art direction (color),Arabian Nights,False,Ira S. Webb
1800,1942,1943,15,art direction (color),Captains of the Clouds,False,Ted Smith
1801,1942,1943,15,art direction (color),Captains of the Clouds,False,Interior Decoration:  Casey Roberts
1802,1942,1943,15,art direction (color),Jungle Book,False,Vincent Korda
1803,1942,1943,15,art direction (color),Jungle Book,False,Interior Decoration:  Julia Heron
1804,1942,1943,15,art direction (color),My Gal Sal,True,Richard Day
1805,1942,1943,15,art direction (color),My Gal Sal,True,Joseph Wright
1806,1942,1943,15,art direction (color),My Gal Sal,True,Interior Decoration:  Thomas Little
